rok,pohlavi,vek,okres_lau_kod,okres_nazev,kraj_nuts_kod,kraj_nazev,pocet_vysetreni,populace
2015,Z,25-29,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1199,1940
2015,Z,25-29,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1617,2723
2015,Z,25-29,CZ0314,Písek,CZ031,Jihočeský kraj,1299,2215
2015,Z,25-29,CZ0315,Prachatice,CZ031,Jihočeský kraj,907,1565
2015,Z,25-29,CZ0316,Strakonice,CZ031,Jihočeský kraj,1313,2230
2015,Z,25-29,CZ0317,Tábor,CZ031,Jihočeský kraj,1934,3092
2015,Z,25-29,CZ0321,Domažlice,CZ032,Plzeňský kraj,1039,1952
2015,Z,25-29,CZ0322,Klatovy,CZ032,Plzeňský kraj,1463,2484
2015,Z,25-29,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3903,6254
2015,Z,25-29,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1274,1823
2015,Z,25-29,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1549,2426
2015,Z,25-29,CZ0326,Rokycany,CZ032,Plzeňský kraj,864,1495
2015,Z,25-29,CZ0327,Tachov,CZ032,Plzeňský kraj,1061,1817
2015,Z,25-29,CZ0411,Cheb,CZ041,Karlovarský kraj,1528,2908
2015,Z,25-29,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1937,3596
2015,Z,25-29,CZ0413,Sokolov,CZ041,Karlovarský kraj,1675,2952
2015,Z,25-29,CZ0421,Děčín,CZ042,Ústecký kraj,1978,3892
2015,Z,25-29,CZ0422,Chomutov,CZ042,Ústecký kraj,2318,4089
2015,Z,25-29,CZ0423,Litoměřice,CZ042,Ústecký kraj,2149,3505
2015,Z,25-29,CZ0424,Louny,CZ042,Ústecký kraj,1621,2696
2015,Z,25-29,CZ0425,Most,CZ042,Ústecký kraj,1939,3640
2015,Z,25-29,CZ0426,Teplice,CZ042,Ústecký kraj,2100,4022
2015,Z,25-29,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2125,3660
2015,Z,25-29,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1849,3350
2015,Z,25-29,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1485,2713
2015,Z,25-29,CZ0513,Liberec,CZ051,Liberecký kraj,3508,5651
2015,Z,25-29,CZ0514,Semily,CZ051,Liberecký kraj,1459,2286
2015,Z,25-29,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3042,5033
2015,Z,25-29,CZ0522,Jičín,CZ052,Královéhradecký kraj,1549,2400
2015,Z,25-29,CZ0523,Náchod,CZ052,Královéhradecký kraj,2057,3359
2015,Z,25-29,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1491,2434
2015,Z,25-29,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2019,3567
2015,Z,25-29,CZ0531,Chrudim,CZ053,Pardubický kraj,2161,3355
2015,Z,25-29,CZ0532,Pardubice,CZ053,Pardubický kraj,3487,5430
2015,Z,25-29,CZ0533,Svitavy,CZ053,Pardubický kraj,1893,3144
2015,Z,25-29,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,2586,4316
2015,Z,25-29,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1727,2862
2015,Z,25-29,CZ0632,Jihlava,CZ063,Vysočina,2243,3531
2015,Z,25-29,CZ0633,Pelhřimov,CZ063,Vysočina,1318,2169
2015,Z,25-29,CZ0634,Třebíč,CZ063,Vysočina,2154,3597
2015,Z,25-29,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2194,3796
2015,Z,25-29,CZ0641,Blansko,CZ064,Jihomoravský kraj,2101,3385
2015,Z,25-29,CZ0642,Brno-město,CZ064,Jihomoravský kraj,8066,12990
2015,Z,25-29,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,4269,6577
2015,Z,25-29,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2189,3564
2015,Z,25-29,CZ0645,Hodonín,CZ064,Jihomoravský kraj,2683,4880
2015,Z,25-29,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1810,2935
2015,Z,25-29,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2130,3628
2015,Z,25-29,CZ0711,Jeseník,CZ071,Olomoucký kraj,570,1212
2015,Z,25-29,CZ0712,Olomouc,CZ071,Olomoucký kraj,4723,7761
2015,Z,25-29,CZ0713,Prostějov,CZ071,Olomoucký kraj,2075,3353
2015,Z,25-29,CZ0714,Přerov,CZ071,Olomoucký kraj,2524,4256
2015,Z,25-29,CZ0715,Šumperk,CZ071,Olomoucký kraj,2223,3886
2015,Z,25-29,CZ0721,Kroměříž,CZ072,Zlínský kraj,1970,3314
2015,Z,25-29,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,2583,4512
2015,Z,25-29,CZ0723,Vsetín,CZ072,Zlínský kraj,2782,4638
2015,Z,25-29,CZ0724,Zlín,CZ072,Zlínský kraj,3428,6040
2015,Z,25-29,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1585,2978
2015,Z,25-29,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4030,6890
2015,Z,25-29,CZ0803,Karviná,CZ080,Moravskoslezský kraj,4464,8326
2015,Z,25-29,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,2895,4966
2015,Z,25-29,CZ0805,Opava,CZ080,Moravskoslezský kraj,3560,5855
2015,Z,25-29,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,6324,11191
2015,Z,30-34,CZ0100,Praha,CZ010,Hlavní město Praha,29635,52592
2015,Z,30-34,CZ0201,Benešov,CZ020,Středočeský kraj,1994,3162
2015,Z,30-34,CZ0202,Beroun,CZ020,Středočeský kraj,2008,3315
2015,Z,30-34,CZ0203,Kladno,CZ020,Středočeský kraj,3392,5527
2015,Z,30-34,CZ0204,Kolín,CZ020,Středočeský kraj,2165,3419
2015,Z,30-34,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1549,2439
2015,Z,30-34,CZ0206,Mělník,CZ020,Středočeský kraj,2200,3544
2015,Z,30-34,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2917,4399
2015,Z,30-34,CZ0208,Nymburk,CZ020,Středočeský kraj,1874,3391
2015,Z,30-34,CZ0209,Praha-východ,CZ020,Středočeský kraj,4362,6368
2015,Z,30-34,CZ020A,Praha-západ,CZ020,Středočeský kraj,3278,5030
2015,Z,30-34,CZ020B,Příbram,CZ020,Středočeský kraj,2288,3718
2015,Z,30-34,CZ020C,Rakovník,CZ020,Středočeský kraj,1153,1771
2015,Z,30-34,CZ0311,České Budějovice,CZ031,Jihočeský kraj,4372,6539
2015,Z,30-34,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1275,2014
2015,Z,30-34,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1784,2772
2015,Z,30-34,CZ0314,Písek,CZ031,Jihočeský kraj,1299,2114
2015,Z,30-34,CZ0315,Prachatice,CZ031,Jihočeský kraj,930,1585
2015,Z,30-34,CZ0316,Strakonice,CZ031,Jihočeský kraj,1374,2238
2015,Z,30-34,CZ0317,Tábor,CZ031,Jihočeský kraj,2013,3247
2015,Z,30-34,CZ0321,Domažlice,CZ032,Plzeňský kraj,962,1808
2015,Z,30-34,CZ0322,Klatovy,CZ032,Plzeňský kraj,1507,2610
2015,Z,30-34,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,4219,7039
2015,Z,30-34,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1418,2018
2015,Z,30-34,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1645,2530
2015,Z,30-34,CZ0326,Rokycany,CZ032,Plzeňský kraj,979,1633
2015,Z,30-34,CZ0327,Tachov,CZ032,Plzeňský kraj,981,1746
2015,Z,30-34,CZ0411,Cheb,CZ041,Karlovarský kraj,1543,2819
2015,Z,30-34,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1935,3631
2015,Z,30-34,CZ0413,Sokolov,CZ041,Karlovarský kraj,1645,2847
2015,Z,30-34,CZ0421,Děčín,CZ042,Ústecký kraj,2140,3989
2015,Z,30-34,CZ0422,Chomutov,CZ042,Ústecký kraj,2386,4089
2015,Z,30-34,CZ0423,Litoměřice,CZ042,Ústecký kraj,2349,3753
2015,Z,30-34,CZ0424,Louny,CZ042,Ústecký kraj,1699,2833
2015,Z,30-34,CZ0425,Most,CZ042,Ústecký kraj,1878,3524
2015,Z,30-34,CZ0426,Teplice,CZ042,Ústecký kraj,2101,3987
2015,Z,30-34,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2196,3844
2015,Z,30-34,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1921,3427
2015,Z,30-34,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1723,2953
2015,Z,30-34,CZ0513,Liberec,CZ051,Liberecký kraj,3521,5774
2015,Z,30-34,CZ0514,Semily,CZ051,Liberecký kraj,1341,2226
2015,Z,30-34,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3198,5324
2015,Z,30-34,CZ0522,Jičín,CZ052,Královéhradecký kraj,1654,2559
2015,Z,30-34,CZ0523,Náchod,CZ052,Královéhradecký kraj,1996,3284
2015,Z,30-34,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1565,2466
2015,Z,30-34,CZ0525,Trutnov,CZ052,Královéhradecký kraj,1984,3523
2015,Z,30-34,CZ0531,Chrudim,CZ053,Pardubický kraj,2147,3225
2015,Z,30-34,CZ0532,Pardubice,CZ053,Pardubický kraj,3700,5817
2015,Z,30-34,CZ0533,Svitavy,CZ053,Pardubický kraj,2063,3181
2015,Z,30-34,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,2571,4226
2015,Z,30-34,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1858,2977
2015,Z,30-34,CZ0632,Jihlava,CZ063,Vysočina,2310,3675
2015,Z,30-34,CZ0633,Pelhřimov,CZ063,Vysočina,1399,2276
2015,Z,30-34,CZ0634,Třebíč,CZ063,Vysočina,2249,3551
2015,Z,30-34,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2127,3611
2015,Z,30-34,CZ0641,Blansko,CZ064,Jihomoravský kraj,2261,3665
2015,Z,30-34,CZ0642,Brno-město,CZ064,Jihomoravský kraj,8814,14855
2015,Z,30-34,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,5026,7696
2015,Z,30-34,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2271,3928
2015,Z,30-34,CZ0645,Hodonín,CZ064,Jihomoravský kraj,2701,4889
2015,Z,30-34,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1914,3087
2015,Z,30-34,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2187,3708
2015,Z,30-34,CZ0711,Jeseník,CZ071,Olomoucký kraj,526,1088
2015,Z,30-34,CZ0712,Olomouc,CZ071,Olomoucký kraj,5056,8147
2015,Z,30-34,CZ0713,Prostějov,CZ071,Olomoucký kraj,2219,3608
2015,Z,30-34,CZ0714,Přerov,CZ071,Olomoucký kraj,2391,4103
2015,Z,30-34,CZ0715,Šumperk,CZ071,Olomoucký kraj,2050,3591
2015,Z,30-34,CZ0721,Kroměříž,CZ072,Zlínský kraj,2020,3327
2015,Z,30-34,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,2717,4562
2015,Z,30-34,CZ0723,Vsetín,CZ072,Zlínský kraj,2682,4474
2015,Z,30-34,CZ0724,Zlín,CZ072,Zlínský kraj,3658,6262
2015,Z,30-34,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1562,2750
2015,Z,30-34,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4101,6768
2015,Z,30-34,CZ0803,Karviná,CZ080,Moravskoslezský kraj,4276,7739
2015,Z,30-34,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,2905,4757
2015,Z,30-34,CZ0805,Opava,CZ080,Moravskoslezský kraj,3517,5755
2015,Z,30-34,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,5976,10630
2015,Z,35-39,CZ0100,Praha,CZ010,Hlavní město Praha,32331,60200
2015,Z,35-39,CZ0201,Benešov,CZ020,Středočeský kraj,2516,3962
2015,Z,35-39,CZ0202,Beroun,CZ020,Středočeský kraj,2462,4117
2015,Z,35-39,CZ0203,Kladno,CZ020,Středočeský kraj,4205,6970
2015,Z,35-39,CZ0204,Kolín,CZ020,Středočeský kraj,2575,4191
2015,Z,35-39,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1757,2731
2015,Z,35-39,CZ0206,Mělník,CZ020,Středočeský kraj,2635,4455
2015,Z,35-39,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,3764,5507
2015,Z,35-39,CZ0208,Nymburk,CZ020,Středočeský kraj,2516,4458
2015,Z,35-39,CZ0209,Praha-východ,CZ020,Středočeský kraj,5953,9069
2015,Z,35-39,CZ020A,Praha-západ,CZ020,Středočeský kraj,4408,7145
2015,Z,35-39,CZ020B,Příbram,CZ020,Středočeský kraj,2826,4594
2015,Z,35-39,CZ020C,Rakovník,CZ020,Středočeský kraj,1398,2187
2015,Z,35-39,CZ0311,České Budějovice,CZ031,Jihočeský kraj,5094,7990
2015,Z,35-39,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1500,2360
2015,Z,35-39,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2173,3472
2015,Z,35-39,CZ0314,Písek,CZ031,Jihočeský kraj,1658,2689
2015,Z,35-39,CZ0315,Prachatice,CZ031,Jihočeský kraj,1154,1954
2015,Z,35-39,CZ0316,Strakonice,CZ031,Jihočeský kraj,1594,2695
2015,Z,35-39,CZ0317,Tábor,CZ031,Jihočeský kraj,2500,3922
2015,Z,35-39,CZ0321,Domažlice,CZ032,Plzeňský kraj,1343,2394
2015,Z,35-39,CZ0322,Klatovy,CZ032,Plzeňský kraj,1877,3193
2015,Z,35-39,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,4693,7898
2015,Z,35-39,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1691,2471
2015,Z,35-39,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,2161,3299
2015,Z,35-39,CZ0326,Rokycany,CZ032,Plzeňský kraj,1129,1889
2015,Z,35-39,CZ0327,Tachov,CZ032,Plzeňský kraj,1131,1970
2015,Z,35-39,CZ0411,Cheb,CZ041,Karlovarský kraj,2004,3674
2015,Z,35-39,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2542,4468
2015,Z,35-39,CZ0413,Sokolov,CZ041,Karlovarský kraj,1956,3234
2015,Z,35-39,CZ0421,Děčín,CZ042,Ústecký kraj,2715,4825
2015,Z,35-39,CZ0422,Chomutov,CZ042,Ústecký kraj,2838,4795
2015,Z,35-39,CZ0423,Litoměřice,CZ042,Ústecký kraj,3050,4955
2015,Z,35-39,CZ0424,Louny,CZ042,Ústecký kraj,2029,3331
2015,Z,35-39,CZ0425,Most,CZ042,Ústecký kraj,2361,4210
2015,Z,35-39,CZ0426,Teplice,CZ042,Ústecký kraj,2738,4949
2015,Z,35-39,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2687,4714
2015,Z,35-39,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2349,4167
2015,Z,35-39,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,2054,3660
2015,Z,35-39,CZ0513,Liberec,CZ051,Liberecký kraj,4280,7022
2015,Z,35-39,CZ0514,Semily,CZ051,Liberecký kraj,1788,2731
2015,Z,35-39,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3915,6475
2015,Z,35-39,CZ0522,Jičín,CZ052,Královéhradecký kraj,1927,2988
2015,Z,35-39,CZ0523,Náchod,CZ052,Královéhradecký kraj,2570,4081
2015,Z,35-39,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1935,3022
2015,Z,35-39,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2640,4523
2015,Z,35-39,CZ0531,Chrudim,CZ053,Pardubický kraj,2689,3919
2015,Z,35-39,CZ0532,Pardubice,CZ053,Pardubický kraj,4401,6961
2015,Z,35-39,CZ0533,Svitavy,CZ053,Pardubický kraj,2509,3944
2015,Z,35-39,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3408,5376
2015,Z,35-39,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2165,3462
2015,Z,35-39,CZ0632,Jihlava,CZ063,Vysočina,2797,4470
2015,Z,35-39,CZ0633,Pelhřimov,CZ063,Vysočina,1627,2509
2015,Z,35-39,CZ0634,Třebíč,CZ063,Vysočina,2637,4119
2015,Z,35-39,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2616,4367
2015,Z,35-39,CZ0641,Blansko,CZ064,Jihomoravský kraj,2566,4335
2015,Z,35-39,CZ0642,Brno-město,CZ064,Jihomoravský kraj,9018,15998
2015,Z,35-39,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,5883,9449
2015,Z,35-39,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2710,4629
2015,Z,35-39,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3175,5863
2015,Z,35-39,CZ0646,Vyškov,CZ064,Jihomoravský kraj,2183,3773
2015,Z,35-39,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2454,4313
2015,Z,35-39,CZ0711,Jeseník,CZ071,Olomoucký kraj,648,1374
2015,Z,35-39,CZ0712,Olomouc,CZ071,Olomoucký kraj,5984,9746
2015,Z,35-39,CZ0713,Prostějov,CZ071,Olomoucký kraj,2704,4434
2015,Z,35-39,CZ0714,Přerov,CZ071,Olomoucký kraj,2919,4740
2015,Z,35-39,CZ0715,Šumperk,CZ071,Olomoucký kraj,2737,4596
2015,Z,35-39,CZ0721,Kroměříž,CZ072,Zlínský kraj,2350,4040
2015,Z,35-39,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3184,5394
2015,Z,35-39,CZ0723,Vsetín,CZ072,Zlínský kraj,3234,5322
2015,Z,35-39,CZ0724,Zlín,CZ072,Zlínský kraj,4415,7677
2015,Z,35-39,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2000,3380
2015,Z,35-39,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4788,8109
2015,Z,35-39,CZ0803,Karviná,CZ080,Moravskoslezský kraj,4845,8688
2015,Z,35-39,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,3441,5833
2015,Z,35-39,CZ0805,Opava,CZ080,Moravskoslezský kraj,4178,6837
2015,Z,35-39,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,6819,12410
2015,Z,40-44,CZ0100,Praha,CZ010,Hlavní město Praha,26952,52707
2015,Z,40-44,CZ0201,Benešov,CZ020,Středočeský kraj,2370,3765
2015,Z,40-44,CZ0202,Beroun,CZ020,Středočeský kraj,2247,3887
2015,Z,40-44,CZ0203,Kladno,CZ020,Středočeský kraj,4070,6959
2015,Z,40-44,CZ0204,Kolín,CZ020,Středočeský kraj,2450,4070
2015,Z,40-44,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1763,2883
2015,Z,40-44,CZ0206,Mělník,CZ020,Středočeský kraj,2684,4627
2015,Z,40-44,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,3484,5193
2015,Z,40-44,CZ0208,Nymburk,CZ020,Středočeský kraj,2217,4172
2015,Z,40-44,CZ0209,Praha-východ,CZ020,Středočeský kraj,4851,8020
2015,Z,40-44,CZ020A,Praha-západ,CZ020,Středočeský kraj,3988,6789
2015,Z,40-44,CZ020B,Příbram,CZ020,Středočeský kraj,2781,4576
2015,Z,40-44,CZ020C,Rakovník,CZ020,Středočeský kraj,1338,2118
2015,Z,40-44,CZ0311,České Budějovice,CZ031,Jihočeský kraj,5100,7986
2015,Z,40-44,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1572,2517
2015,Z,40-44,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2255,3548
2015,Z,40-44,CZ0314,Písek,CZ031,Jihočeský kraj,1689,2787
2015,Z,40-44,CZ0315,Prachatice,CZ031,Jihočeský kraj,1124,1961
2015,Z,40-44,CZ0316,Strakonice,CZ031,Jihočeský kraj,1562,2734
2015,Z,40-44,CZ0317,Tábor,CZ031,Jihočeský kraj,2572,4029
2015,Z,40-44,CZ0321,Domažlice,CZ032,Plzeňský kraj,1446,2565
2015,Z,40-44,CZ0322,Klatovy,CZ032,Plzeňský kraj,2012,3471
2015,Z,40-44,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,4370,7548
2015,Z,40-44,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1692,2552
2015,Z,40-44,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,2023,3183
2015,Z,40-44,CZ0326,Rokycany,CZ032,Plzeňský kraj,1092,1901
2015,Z,40-44,CZ0327,Tachov,CZ032,Plzeňský kraj,1254,2213
2015,Z,40-44,CZ0411,Cheb,CZ041,Karlovarský kraj,2100,3916
2015,Z,40-44,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2595,4736
2015,Z,40-44,CZ0413,Sokolov,CZ041,Karlovarský kraj,2165,3594
2015,Z,40-44,CZ0421,Děčín,CZ042,Ústecký kraj,3068,5534
2015,Z,40-44,CZ0422,Chomutov,CZ042,Ústecký kraj,2921,4998
2015,Z,40-44,CZ0423,Litoměřice,CZ042,Ústecký kraj,3011,4815
2015,Z,40-44,CZ0424,Louny,CZ042,Ústecký kraj,2075,3530
2015,Z,40-44,CZ0425,Most,CZ042,Ústecký kraj,2537,4595
2015,Z,40-44,CZ0426,Teplice,CZ042,Ústecký kraj,2943,5482
2015,Z,40-44,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2855,5172
2015,Z,40-44,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2343,4204
2015,Z,40-44,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,2130,3754
2015,Z,40-44,CZ0513,Liberec,CZ051,Liberecký kraj,4252,7405
2015,Z,40-44,CZ0514,Semily,CZ051,Liberecký kraj,1923,2933
2015,Z,40-44,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3797,6455
2015,Z,40-44,CZ0522,Jičín,CZ052,Královéhradecký kraj,2054,3109
2015,Z,40-44,CZ0523,Náchod,CZ052,Královéhradecký kraj,2837,4377
2015,Z,40-44,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1956,3160
2015,Z,40-44,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2689,4765
2015,Z,40-44,CZ0531,Chrudim,CZ053,Pardubický kraj,2676,3910
2015,Z,40-44,CZ0532,Pardubice,CZ053,Pardubický kraj,4170,6879
2015,Z,40-44,CZ0533,Svitavy,CZ053,Pardubický kraj,2606,4237
2015,Z,40-44,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3507,5518
2015,Z,40-44,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2210,3639
2015,Z,40-44,CZ0632,Jihlava,CZ063,Vysočina,2782,4489
2015,Z,40-44,CZ0633,Pelhřimov,CZ063,Vysočina,1746,2783
2015,Z,40-44,CZ0634,Třebíč,CZ063,Vysočina,2767,4355
2015,Z,40-44,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2601,4517
2015,Z,40-44,CZ0641,Blansko,CZ064,Jihomoravský kraj,2473,4258
2015,Z,40-44,CZ0642,Brno-město,CZ064,Jihomoravský kraj,8122,14502
2015,Z,40-44,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,5348,9077
2015,Z,40-44,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2699,4666
2015,Z,40-44,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3241,6067
2015,Z,40-44,CZ0646,Vyškov,CZ064,Jihomoravský kraj,2036,3592
2015,Z,40-44,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2485,4645
2015,Z,40-44,CZ0711,Jeseník,CZ071,Olomoucký kraj,674,1492
2015,Z,40-44,CZ0712,Olomouc,CZ071,Olomoucký kraj,5752,9459
2015,Z,40-44,CZ0713,Prostějov,CZ071,Olomoucký kraj,2668,4312
2015,Z,40-44,CZ0714,Přerov,CZ071,Olomoucký kraj,3212,5244
2015,Z,40-44,CZ0715,Šumperk,CZ071,Olomoucký kraj,2852,4844
2015,Z,40-44,CZ0721,Kroměříž,CZ072,Zlínský kraj,2485,4211
2015,Z,40-44,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3336,5614
2015,Z,40-44,CZ0723,Vsetín,CZ072,Zlínský kraj,3461,5603
2015,Z,40-44,CZ0724,Zlín,CZ072,Zlínský kraj,4416,7604
2015,Z,40-44,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2227,3693
2015,Z,40-44,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4927,8502
2015,Z,40-44,CZ0803,Karviná,CZ080,Moravskoslezský kraj,5574,9716
2015,Z,40-44,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,3563,5964
2015,Z,40-44,CZ0805,Opava,CZ080,Moravskoslezský kraj,4306,7022
2015,Z,40-44,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,7158,12798
2015,Z,45-49,CZ0100,Praha,CZ010,Hlavní město Praha,19886,40336
2015,Z,45-49,CZ0201,Benešov,CZ020,Středočeský kraj,1751,3011
2015,Z,45-49,CZ0202,Beroun,CZ020,Středočeský kraj,1544,2900
2015,Z,45-49,CZ0203,Kladno,CZ020,Středočeský kraj,2940,5419
2015,Z,45-49,CZ0204,Kolín,CZ020,Středočeský kraj,1709,3024
2015,Z,45-49,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1395,2397
2015,Z,45-49,CZ0206,Mělník,CZ020,Středočeský kraj,1955,3524
2015,Z,45-49,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2552,3959
2015,Z,45-49,CZ0208,Nymburk,CZ020,Středočeský kraj,1561,3051
2015,Z,45-49,CZ0209,Praha-východ,CZ020,Středočeský kraj,3160,5418
2015,Z,45-49,CZ020A,Praha-západ,CZ020,Středočeský kraj,2540,4603
2015,Z,45-49,CZ020B,Příbram,CZ020,Středočeský kraj,2133,3583
2015,Z,45-49,CZ020C,Rakovník,CZ020,Středočeský kraj,1077,1735
2015,Z,45-49,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3872,6319
2015,Z,45-49,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1168,1933
2015,Z,45-49,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1939,2958
2015,Z,45-49,CZ0314,Písek,CZ031,Jihočeský kraj,1317,2216
2015,Z,45-49,CZ0315,Prachatice,CZ031,Jihočeský kraj,908,1634
2015,Z,45-49,CZ0316,Strakonice,CZ031,Jihočeský kraj,1295,2298
2015,Z,45-49,CZ0317,Tábor,CZ031,Jihočeský kraj,2054,3243
2015,Z,45-49,CZ0321,Domažlice,CZ032,Plzeňský kraj,1113,1967
2015,Z,45-49,CZ0322,Klatovy,CZ032,Plzeňský kraj,1541,2823
2015,Z,45-49,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3375,5869
2015,Z,45-49,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1278,1903
2015,Z,45-49,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1475,2480
2015,Z,45-49,CZ0326,Rokycany,CZ032,Plzeňský kraj,847,1545
2015,Z,45-49,CZ0327,Tachov,CZ032,Plzeňský kraj,1031,1744
